edad,grado,tipo_actividad,dificultad,tiempo_seg,intentos,pistas,correcto,nota,secuencia_actividades,evolucion_desempeno,nivel_concentracion,comparacion_historial,nivel_comprension
12,5,relacionar,2,151,2,3,0,7,2,0.18,0.67,-0.09,0.28479447103537275
11,4,crucigrama,3,208,4,3,1,5,5,0.1,0.69,0.2,0.5601419211997978
11,4,memoria,2,123,2,3,0,6,2,0.12,0.78,0.13,0.23955410686086884
11,4,crucigrama,4,205,5,0,1,5,3,-0.1,0.87,-0.17,0.6446855847402987
12,4,memoria,1,254,4,2,1,5,4,0.14,0.99,-0.18,0.5786536578932987
12,6,relacionar,4,254,5,0,0,10,2,0.47,0.52,0.08,0.31751536946722286
12,5,sopa_letras,1,191,2,3,1,5,2,0.14,0.58,-0.12,0.5117479613386581
12,6,sopa_letras,3,231,2,1,1,10,5,0.15,0.93,0.08,0.6558249096729281
10,4,sopa_letras,1,233,1,3,0,7,1,0.16,0.64,-0.18,0.2437938999263467
10,5,memoria,2,139,2,3,1,5,4,0.3,0.62,-0.14,0.5570680321625459
9,5,sopa_letras,2,179,2,3,0,9,5,-0.16,0.65,0.06,0.21976427103372798
9,6,relacionar,4,232,4,0,1,9,2,0.48,0.55,0.0,0.5881353565089712
9,6,crucigrama,3,159,2,0,1,10,4,-0.2,0.63,-0.04,0.6549895239534334
11,6,memoria,5,233,4,1,1,10,1,-0.05,0.52,0.16,0.6815936221987101
12,6,crucigrama,3,90,3,0,0,6,2,-0.19,0.84,-0.02,0.3488890382248987
10,4,sopa_letras,4,260,3,0,0,7,3,0.31,1.0,0.11,0.36858937406943204
10,4,crucigrama,1,93,4,2,1,6,4,0.0,0.64,-0.05,0.46217106275497116
12,6,crucigrama,4,224,2,1,0,5,2,0.0,0.75,-0.06,0.24764708885189451
12,4,crucigrama,1,272,1,1,1,10,4,0.44,0.91,0.26,0.668448496173918
10,4,memoria,4,256,3,1,1,6,1,0.05,0.93,-0.14,0.6229224301850812
11,5,sopa_letras,2,97,2,3,1,6,3,-0.08,0.72,-0.2,0.6052371825334557
9,6,crucigrama,1,82,5,3,0,6,1,0.19,0.65,-0.07,0.15748420312524258
11,5,sopa_letras,5,256,1,0,1,8,4,-0.03,0.87,-0.09,0.5782702356525755
9,6,relacionar,4,186,5,0,1,10,1,0.5,0.54,0.07,0.6596999037803539
9,5,relacionar,3,153,3,0,1,7,5,0.22,0.82,-0.04,0.5718910064099149
11,6,sopa_letras,3,179,2,3,1,9,5,-0.08,0.93,0.1,0.5963747845694363
9,4,memoria,4,149,3,0,0,8,2,0.24,0.89,0.11,0.37647564216741175
11,4,sopa_letras,2,143,5,2,0,6,4,-0.16,0.54,-0.12,0.1623587995891714
9,4,crucigrama,1,247,1,2,0,9,2,-0.05,0.65,0.19,0.3985549156410633
10,4,crucigrama,2,142,4,1,0,9,1,-0.02,0.66,0.29,0.33400015118001103
10,4,crucigrama,2,253,2,3,0,5,2,-0.03,0.63,0.23,0.1970161804738693
10,5,sopa_letras,2,136,1,0,1,8,3,0.14,0.84,0.24,0.5792604818692633
12,5,memoria,4,221,2,1,0,7,2,0.45,0.59,-0.09,0.31986610640764007
11,6,crucigrama,1,147,3,0,1,9,2,0.09,0.68,-0.17,0.5828008861712872
9,6,crucigrama,5,250,2,0,1,5,2,0.45,0.68,0.16,0.6043646478558286
12,6,crucigrama,4,184,3,3,1,9,4,0.42,0.87,0.06,0.7016636773266884
12,5,sopa_letras,3,276,4,1,1,8,3,-0.19,0.52,-0.11,0.5906736878935657
9,6,crucigrama,2,236,3,3,1,8,2,0.26,0.59,0.21,0.5733912365974495
12,6,sopa_letras,3,85,4,0,1,9,1,0.02,0.65,-0.13,0.6099928124072749
9,6,memoria,2,148,1,1,0,5,5,0.18,0.92,-0.09,0.27513377801556804
12,6,relacionar,2,106,1,0,1,9,2,0.27,0.97,-0.06,0.46820950910172027
12,4,memoria,4,259,5,0,1,6,5,0.22,0.66,0.06,0.5384340246705352
9,4,relacionar,2,120,4,1,1,8,1,0.23,0.55,0.16,0.474008955231184
12,5,crucigrama,4,162,5,3,0,8,5,0.43,0.8,0.29,0.40102977069330087
10,6,relacionar,1,153,2,2,1,7,5,-0.06,0.7,0.26,0.419831920229834
12,5,relacionar,2,103,1,2,1,5,4,0.2,0.84,0.28,0.5447191666771153
9,4,memoria,4,143,3,1,1,8,2,0.25,0.57,0.21,0.5927913770725467
9,5,memoria,4,117,5,2,1,6,1,0.43,0.68,-0.14,0.5456904877496374
10,6,memoria,2,155,4,3,0,8,2,0.24,0.95,0.08,0.35531091961140604
11,6,crucigrama,1,99,1,3,1,8,4,0.02,0.97,-0.06,0.5976526563545709
12,6,relacionar,5,245,1,3,1,10,3,-0.04,0.55,-0.16,0.7062959400346468
9,5,sopa_letras,5,256,5,0,1,8,5,0.3,0.84,0.15,0.6741385340323139
11,4,crucigrama,2,215,5,3,0,6,3,0.48,0.91,0.03,0.42941261432426664
9,5,memoria,4,283,2,2,0,8,5,0.03,0.58,-0.09,0.3302051686249943
11,5,relacionar,3,250,1,2,0,9,1,-0.15,0.97,0.07,0.37328344210670983
12,6,memoria,5,199,5,1,0,9,3,0.42,0.88,0.22,0.4625865598764856
10,6,relacionar,4,245,5,0,0,8,4,0.17,0.79,-0.11,0.3906905878193754
12,5,memoria,3,295,4,2,1,9,1,0.11,0.93,-0.15,0.6249042450139095
10,4,crucigrama,4,128,1,0,0,9,4,-0.12,0.58,0.24,0.35390065966908446
11,4,memoria,1,86,3,0,0,10,3,-0.2,0.96,0.17,0.39024712819814866
10,5,sopa_letras,5,231,5,3,1,5,2,0.05,0.71,-0.17,0.4895839383521601
11,4,memoria,2,185,4,1,1,7,5,0.27,0.81,0.09,0.5434218032904478
9,5,memoria,3,243,4,1,0,6,1,0.46,0.92,-0.13,0.32291170088847737
10,4,relacionar,4,143,4,1,1,10,5,0.23,0.94,0.01,0.6636788410118771
11,5,sopa_letras,1,119,5,0,1,7,5,-0.08,0.63,0.18,0.46538447140941813
10,4,memoria,4,160,1,1,1,8,5,0.14,0.93,0.0,0.6039630316686021
10,6,memoria,3,130,3,3,1,8,2,0.21,0.86,0.27,0.5941861452287853
10,4,memoria,3,293,3,0,1,7,3,0.26,0.74,0.13,0.6272689596959004
11,5,memoria,4,231,5,3,1,8,5,-0.03,0.75,0.18,0.612990798339063
10,4,memoria,5,298,3,1,1,10,3,0.27,0.64,0.3,0.6993587213498192
12,4,sopa_letras,1,205,5,0,0,6,5,0.15,0.6,0.03,0.17350550195440195
10,6,memoria,2,245,3,2,1,9,1,-0.12,0.88,-0.13,0.5912214781832601
11,4,crucigrama,2,262,3,2,0,9,5,0.03,0.55,-0.14,0.23673264081564188
10,4,memoria,3,278,3,1,1,8,1,0.41,0.74,-0.05,0.7131129513490321
12,5,crucigrama,5,272,1,0,1,9,3,-0.18,0.92,0.22,0.655223246337339
10,4,memoria,5,106,5,0,1,5,2,0.18,0.68,0.07,0.617469977265085
9,5,sopa_letras,2,265,5,3,1,10,1,0.4,0.66,-0.03,0.5948320589675476
10,6,relacionar,2,195,3,3,0,5,3,0.33,0.83,0.19,0.337685903111504
10,4,sopa_letras,5,126,3,3,0,5,1,0.16,0.51,-0.2,0.35997339839057363
9,6,relacionar,4,287,5,2,1,7,4,0.32,0.66,-0.16,0.5297161886757034
10,5,sopa_letras,2,124,5,1,1,6,3,0.35,0.7,0.07,0.5821970692497056
10,4,sopa_letras,5,232,3,1,1,10,5,0.49,0.89,0.05,0.7191271785950711
9,6,sopa_letras,2,100,3,2,1,6,2,0.48,0.7,0.16,0.660758255593323
12,5,relacionar,4,124,4,2,1,6,2,0.42,0.59,0.28,0.6011423810434325
12,4,relacionar,3,180,4,1,0,9,1,0.31,0.64,-0.18,0.35439991268519516
9,4,sopa_letras,1,218,4,2,1,7,1,0.32,0.54,0.24,0.5494894443417963
9,5,memoria,1,256,1,2,1,8,4,-0.14,0.59,-0.18,0.4809954597600047
12,4,relacionar,4,161,3,1,0,9,3,0.4,0.67,0.22,0.36624676376064974
9,6,crucigrama,1,148,5,1,0,9,1,0.31,0.89,0.16,0.3907995879484365
11,6,crucigrama,1,104,4,3,1,10,5,-0.0,0.99,0.03,0.5627535037746966
12,6,sopa_letras,5,113,5,1,1,9,4,0.39,0.84,-0.18,0.7056134750176023
10,6,relacionar,5,161,3,0,1,8,1,-0.01,0.69,0.06,0.6414103814970615
11,4,sopa_letras,1,285,3,1,1,6,4,-0.13,0.79,-0.11,0.5308567092539802
9,6,crucigrama,5,81,2,2,0,10,5,-0.01,0.91,0.03,0.39978009371498835
12,6,memoria,1,233,3,3,1,9,1,0.05,0.92,-0.18,0.5649836580593663
11,4,crucigrama,2,286,1,2,0,6,4,-0.19,0.74,0.12,0.3207852012625332
10,5,relacionar,1,278,5,2,0,7,1,0.36,0.78,0.05,0.2571206459312157
11,4,crucigrama,5,274,4,0,0,9,3,0.17,0.59,0.26,0.41899145789335956
10,5,memoria,2,289,2,2,1,10,5,-0.14,0.52,0.06,0.49010049942634676
9,5,crucigrama,5,83,4,0,1,8,2,0.36,0.75,-0.13,0.6240760131437159
9,6,relacionar,1,133,4,0,1,10,3,0.18,0.97,0.15,0.5723109993320025
11,5,relacionar,1,116,4,0,1,10,1,0.26,0.76,0.27,0.6246173633335922
10,4,crucigrama,1,155,5,0,1,9,5,0.25,0.8,-0.12,0.593457698267025
12,4,crucigrama,1,151,5,1,1,7,1,0.32,0.7,-0.04,0.6183821655927348
11,6,relacionar,3,200,3,2,1,10,1,0.07,0.95,-0.15,0.6875660943796364
11,4,crucigrama,3,214,1,1,0,7,5,-0.19,0.6,0.21,0.33366263268201646
10,5,memoria,2,105,3,0,0,10,2,0.02,0.68,-0.18,0.3641107870847903
11,4,sopa_letras,3,97,5,1,1,10,1,0.45,0.93,0.11,0.7325776969198622
11,4,relacionar,2,103,1,1,0,5,3,-0.01,0.56,-0.01,0.27526333161928074
12,4,crucigrama,1,93,5,1,1,8,4,0.17,0.97,0.09,0.6142407168610057
10,4,relacionar,2,222,4,3,0,9,3,-0.19,0.51,-0.0,0.35024790846008563
9,5,sopa_letras,3,171,5,2,0,9,3,0.17,0.83,0.16,0.4031564895758364
10,6,memoria,1,299,1,3,1,7,3,-0.06,0.52,0.12,0.4317975936440195
9,4,relacionar,2,96,1,1,1,10,2,-0.05,0.94,-0.13,0.604966893769511
10,4,crucigrama,4,142,4,2,1,7,4,0.11,0.57,-0.1,0.45753041490486146
9,6,crucigrama,2,81,4,3,1,9,3,0.19,0.7,0.17,0.4991489826186168
11,4,sopa_letras,1,266,2,1,0,8,3,0.1,0.53,0.17,0.27045918565236654
10,6,memoria,5,120,1,2,1,10,1,0.37,0.58,0.22,0.7190656399232441
9,5,relacionar,3,298,2,1,1,9,1,-0.02,0.86,0.19,0.6173872798470854
12,5,relacionar,2,225,5,1,0,8,1,0.46,0.56,0.26,0.3217967224895608
10,4,memoria,2,223,5,2,0,10,1,0.2,0.8,-0.03,0.44087999788078364
9,6,crucigrama,5,144,3,3,0,6,1,0.45,0.93,0.12,0.4853173711098609
12,4,relacionar,4,184,2,2,1,8,2,0.41,0.92,-0.05,0.6454462805732707
9,5,memoria,5,202,4,2,0,7,4,0.16,0.74,-0.04,0.31985041837845696
10,4,sopa_letras,3,206,2,2,1,9,4,0.37,0.95,0.22,0.6548176726308996
12,4,relacionar,5,277,1,0,1,8,1,0.16,0.72,-0.05,0.6888508669302287
11,4,crucigrama,2,242,4,1,0,7,3,0.18,0.6,0.28,0.2936147105652914
11,6,crucigrama,3,270,1,3,0,9,2,-0.08,0.67,-0.16,0.40763302170111415
11,4,sopa_letras,3,83,4,0,1,8,4,0.15,0.6,0.24,0.5266450739961888
10,4,memoria,3,110,2,2,0,8,2,0.1,0.72,-0.05,0.4060270582452891
11,4,relacionar,5,125,4,1,0,6,1,0.26,0.94,-0.06,0.3795576419370184
10,6,sopa_letras,1,267,5,2,1,6,2,-0.08,0.91,-0.18,0.5195305429709617
9,6,sopa_letras,3,229,1,2,1,6,5,0.04,0.95,-0.11,0.6173521433456743
12,5,sopa_letras,5,251,1,0,0,7,1,0.01,0.82,0.04,0.34692099134550514
12,4,crucigrama,2,184,2,0,0,7,5,0.47,0.67,-0.01,0.33810528154634634
12,6,memoria,5,151,5,3,0,9,2,-0.08,0.54,-0.13,0.3429517956628472
9,5,crucigrama,3,83,5,0,0,5,5,0.42,0.65,0.25,0.33135179434055106
11,4,relacionar,3,247,1,3,0,6,3,-0.13,0.59,-0.06,0.24349276776084153
10,4,sopa_letras,3,246,1,0,1,7,1,-0.18,0.78,-0.17,0.6210987415339917
10,5,memoria,2,202,5,1,0,8,3,0.49,0.51,-0.01,0.3372827112667563
9,4,crucigrama,4,224,1,0,1,9,4,0.27,0.73,0.12,0.6094139096507306
9,5,relacionar,2,267,3,3,0,6,4,0.49,0.88,-0.19,0.27867191778663125
11,4,relacionar,2,299,3,0,0,10,5,0.42,0.64,0.26,0.34049647348386963
11,5,relacionar,1,251,3,1,1,5,2,0.37,0.73,-0.03,0.6081176339108512
9,4,memoria,4,172,3,0,1,8,5,0.06,0.5,-0.12,0.5943684084685292
11,6,memoria,2,252,3,2,0,9,1,0.08,0.64,0.04,0.2113414722020203
10,6,crucigrama,5,115,4,3,1,6,2,0.45,0.91,0.04,0.7829836794852623
11,4,memoria,4,276,5,1,1,6,1,-0.12,0.52,0.04,0.5076056869842043
12,4,memoria,2,226,3,0,0,9,5,-0.11,0.76,0.22,0.2541402524804899
9,4,relacionar,2,161,1,3,0,5,2,0.07,0.52,0.18,0.2261784502991261
11,4,crucigrama,4,205,3,2,0,6,3,0.44,0.98,-0.11,0.46550749168257044
12,6,crucigrama,3,161,3,3,0,8,4,0.32,0.86,-0.01,0.33456177503582885
11,6,sopa_letras,5,165,5,0,1,8,4,-0.06,0.57,0.16,0.7196569489480289
12,5,sopa_letras,4,150,2,2,0,7,2,0.47,0.66,0.26,0.3355606715652455
11,5,memoria,3,99,4,1,0,8,1,-0.18,0.75,0.0,0.33696706188297887
11,5,sopa_letras,3,254,2,3,1,9,4,0.36,0.91,-0.03,0.6387294771297043
9,6,crucigrama,4,298,4,3,0,8,2,0.21,0.81,0.02,0.41616253986194546
11,4,crucigrama,1,242,2,0,1,6,3,0.25,0.99,-0.11,0.590776341796428
10,5,memoria,1,273,2,1,1,7,3,-0.11,1.0,-0.2,0.5816662286250784
12,5,relacionar,2,159,2,3,0,5,5,0.04,0.76,0.06,0.274532020459263
10,5,crucigrama,2,266,2,3,1,9,5,-0.0,0.64,0.02,0.5462698631161766
12,4,memoria,4,208,3,0,0,9,4,-0.06,0.86,-0.06,0.30855772016975336
9,5,memoria,4,250,2,2,1,9,1,0.19,0.7,-0.19,0.6562782862632103
11,6,memoria,4,180,2,3,0,10,4,-0.17,0.7,-0.09,0.3154515520025332
9,4,relacionar,5,185,5,2,0,7,3,0.35,0.61,0.22,0.30665299553958786
11,5,sopa_letras,1,169,5,1,0,7,3,-0.14,0.69,-0.18,0.2386013551353975
10,4,sopa_letras,2,199,5,3,1,8,2,0.14,0.82,-0.12,0.5796080585877331
9,4,sopa_letras,3,81,4,2,0,5,1,0.04,0.53,0.29,0.20054433980187167
12,6,crucigrama,2,277,4,0,0,7,2,0.23,0.59,0.29,0.252022904127344
10,4,crucigrama,2,200,3,1,1,5,5,0.29,0.96,-0.03,0.5326577930648582
10,6,crucigrama,4,83,3,1,1,6,4,0.31,0.62,0.25,0.6053454630690126
12,5,relacionar,4,208,3,0,0,9,2,-0.13,0.68,0.09,0.4097231744109863
12,5,sopa_letras,3,296,2,1,0,5,3,0.25,0.97,0.21,0.40908144046104755
9,4,sopa_letras,5,125,3,3,1,8,3,0.49,0.61,0.1,0.6651282766224698
11,4,crucigrama,5,197,3,2,1,10,3,0.47,0.54,0.02,0.7777807929696643
9,6,relacionar,3,215,3,1,0,5,5,0.01,0.69,-0.17,0.1830293760652327
9,6,relacionar,2,147,2,0,0,8,4,0.06,0.79,0.05,0.346268772262097
12,5,sopa_letras,5,299,2,2,0,8,5,-0.12,0.97,0.18,0.39696629329243
9,5,memoria,4,288,3,0,0,7,4,0.06,0.86,0.14,0.34266618425459744
11,4,relacionar,1,157,4,3,1,5,3,0.49,0.59,-0.08,0.538953526344995
11,5,memoria,1,291,5,1,0,6,5,0.03,0.91,0.19,0.24898153962828465
9,4,relacionar,1,273,5,0,1,5,2,0.0,0.96,-0.2,0.6364430603517167
12,6,memoria,3,263,5,3,1,5,4,0.34,0.83,-0.01,0.62551942947637
9,5,sopa_letras,3,137,5,0,0,5,2,0.19,0.89,-0.08,0.30417274712827425
10,4,memoria,3,284,5,3,1,7,3,-0.12,0.74,0.3,0.524245496081036
11,6,sopa_letras,1,286,4,0,0,6,4,0.33,0.7,0.07,0.32177066007480887
11,4,sopa_letras,3,181,1,1,1,8,5,-0.0,0.84,0.16,0.7627169191114228
10,5,memoria,1,112,2,2,0,8,2,0.42,0.84,-0.09,0.34551969625419887
11,6,sopa_letras,5,285,5,0,1,8,2,0.48,0.75,-0.12,0.7078637509266112
11,4,memoria,3,157,4,1,0,7,1,0.38,0.71,-0.03,0.3512874782416639
12,5,crucigrama,2,251,4,2,1,5,1,-0.08,0.67,-0.05,0.44082809105564547
11,6,crucigrama,5,208,1,0,1,9,3,0.42,0.6,0.27,0.6048967860388638
10,6,sopa_letras,4,272,4,0,1,8,1,0.31,0.63,-0.18,0.5537732959051062
9,4,relacionar,5,254,1,1,1,10,3,0.23,0.92,0.2,0.7018246839468547
12,6,memoria,2,175,2,2,1,9,5,0.45,0.64,0.23,0.6536761358213181
9,4,crucigrama,3,293,3,1,1,6,1,0.33,0.65,-0.18,0.6249602233460065
10,5,crucigrama,1,150,3,3,0,7,3,0.13,0.59,-0.13,0.2627712161365594
10,5,relacionar,4,262,2,1,1,8,3,-0.07,0.55,0.28,0.598386457466254
10,4,memoria,5,296,3,1,0,8,5,0.14,0.86,0.04,0.38018617741499905
9,6,sopa_letras,3,165,5,2,0,6,5,0.41,0.94,0.06,0.39278643038833205
11,5,sopa_letras,1,202,5,2,1,8,2,0.33,0.83,0.13,0.5743127314291334
11,6,memoria,4,262,4,3,1,10,5,0.07,0.65,0.09,0.5637300551860406
10,4,sopa_letras,4,199,1,2,0,8,4,0.14,0.64,-0.01,0.35737512002345284
11,4,relacionar,3,282,2,2,1,6,1,-0.13,0.73,0.06,0.553736775630051
9,5,memoria,2,116,4,0,0,7,3,0.01,0.52,-0.19,0.2242544949265578
10,4,relacionar,2,265,5,3,1,8,5,-0.18,0.78,0.12,0.509495884737032
11,5,memoria,3,243,4,1,0,8,5,0.21,0.86,0.12,0.3488714289367515
12,5,crucigrama,4,121,1,1,0,7,1,-0.04,0.57,0.15,0.40375225928796404
9,4,memoria,5,254,5,1,0,6,4,-0.05,0.76,-0.12,0.32039444236052755
10,4,crucigrama,5,280,4,0,1,8,3,0.02,0.92,0.11,0.6631873382638386
9,6,sopa_letras,3,226,5,2,0,7,3,-0.06,0.76,0.22,0.3472666213113772
9,6,crucigrama,5,154,3,2,0,10,1,-0.03,0.88,0.03,0.4810081445639581
9,6,relacionar,5,107,5,3,0,8,3,0.4,0.95,-0.14,0.5082111959340366
11,4,relacionar,3,103,5,1,1,7,3,0.33,0.66,0.24,0.5496634980062595
12,4,memoria,2,295,5,0,1,5,3,-0.05,0.73,0.27,0.5573490117896018
12,6,crucigrama,2,243,4,1,1,6,3,-0.18,0.6,0.25,0.3685964673706823
10,5,crucigrama,1,124,1,1,1,9,5,0.26,0.95,0.12,0.6213373081310277
10,6,sopa_letras,5,221,5,1,0,9,4,-0.05,0.56,-0.17,0.3969528836275944
10,6,relacionar,4,287,5,3,1,5,4,-0.08,0.51,-0.06,0.50444105579026
10,5,relacionar,1,290,3,2,0,10,3,0.13,0.5,-0.14,0.3192133314540783
10,5,crucigrama,1,89,2,1,0,5,1,-0.14,0.8,-0.15,0.20492666318676012
10,6,relacionar,3,117,2,1,0,7,4,-0.05,0.94,0.16,0.4182066612959132
9,6,crucigrama,1,235,2,1,1,10,5,0.15,0.52,-0.18,0.5015734952421247
10,5,crucigrama,4,205,3,2,0,6,3,0.09,0.85,0.05,0.31186216417181833
11,5,sopa_letras,5,194,2,1,0,6,4,-0.09,0.5,0.26,0.28258579565091296
11,5,memoria,4,287,2,3,0,8,1,0.24,0.84,-0.1,0.3835043169233203
12,6,crucigrama,5,82,1,0,0,5,5,-0.15,0.72,0.23,0.21097481103068766
11,4,memoria,2,241,2,3,0,6,4,0.35,0.55,0.06,0.3214698061268727
10,6,memoria,2,112,2,2,1,6,1,-0.19,0.63,-0.05,0.6233242085175642
12,6,crucigrama,4,189,5,0,1,9,5,0.4,0.98,-0.1,0.6334688671836984
11,6,memoria,2,232,1,3,0,6,5,0.22,0.89,0.08,0.2912980616373286
11,6,memoria,4,166,3,3,1,10,5,0.09,0.84,-0.13,0.6393226879647802
10,5,relacionar,4,294,3,0,0,6,4,-0.18,0.73,0.19,0.3669902757448182
12,6,memoria,2,159,3,3,1,5,2,-0.13,0.75,-0.17,0.46969529824134626
9,4,sopa_letras,1,122,1,0,1,7,3,0.14,0.67,0.24,0.5420882726700231
10,4,crucigrama,5,234,3,1,0,5,4,0.19,0.51,0.28,0.31488006348651143
12,4,relacionar,1,247,5,1,0,7,4,-0.16,0.86,0.11,0.21824508983980584
10,5,memoria,4,82,5,2,1,5,3,-0.05,0.78,0.11,0.5536305467761475
10,6,crucigrama,2,264,4,1,1,6,2,0.44,0.62,0.11,0.6047897587198289
9,5,memoria,1,194,4,1,0,7,3,-0.03,0.96,-0.19,0.33253533597199
10,6,relacionar,5,204,4,3,1,5,5,-0.1,0.85,0.27,0.5967539743061951
10,5,crucigrama,5,212,2,1,0,5,3,0.3,0.64,0.15,0.2825172690942404
9,6,sopa_letras,1,133,1,0,0,6,4,-0.04,0.92,0.29,0.31727956832991877
9,6,crucigrama,3,104,1,0,0,10,1,-0.05,0.88,0.26,0.44063095989144946
9,6,crucigrama,4,89,1,0,1,10,5,0.08,0.74,0.23,0.6611783769252477
10,6,crucigrama,1,171,4,3,0,9,3,0.32,0.95,0.23,0.4009029913742799
10,4,sopa_letras,3,223,2,0,0,6,1,0.32,0.97,-0.17,0.37246286874524914
11,5,crucigrama,4,213,1,1,1,10,5,-0.17,0.57,-0.13,0.575530988959424
11,4,relacionar,5,247,5,0,1,6,2,0.37,0.53,-0.16,0.5514391380534915
11,5,sopa_letras,5,114,3,1,0,7,3,0.33,0.98,-0.16,0.4454162816814745
11,4,memoria,4,165,5,3,0,9,4,0.15,0.92,0.13,0.39884108325151874
9,5,memoria,1,223,1,1,0,8,3,-0.13,0.74,0.05,0.28435822819131257
12,4,crucigrama,1,164,5,3,1,9,3,0.46,0.92,-0.15,0.597478991382901
10,4,memoria,2,252,1,3,1,8,5,0.17,0.74,-0.15,0.6990480376660411
10,4,crucigrama,5,220,2,3,0,10,4,0.29,0.64,0.06,0.28213404034945755
10,4,memoria,3,196,1,1,0,9,3,0.26,0.75,0.16,0.3585438992234878
9,6,sopa_letras,1,86,5,2,1,6,1,0.33,0.99,0.28,0.5507058501082109
9,5,relacionar,5,252,4,0,1,7,5,0.27,0.92,-0.19,0.6059079717664835
12,5,sopa_letras,4,120,2,1,0,10,4,0.28,0.67,-0.17,0.43165882151742313
10,5,sopa_letras,1,175,4,2,1,5,2,0.26,0.75,-0.14,0.49001680429296374
12,5,crucigrama,5,253,4,0,1,5,2,0.04,0.69,-0.08,0.5621000886742894
11,4,sopa_letras,4,166,4,2,1,7,1,0.19,0.51,0.15,0.5345454932561544
11,4,relacionar,5,105,1,0,0,9,2,0.37,0.93,0.08,0.4839059022207253
12,6,sopa_letras,4,173,4,0,1,9,1,0.14,0.76,0.2,0.6892530591534423
10,4,relacionar,4,188,2,2,0,10,5,0.35,0.94,0.2,0.4458919284692867
11,6,crucigrama,1,84,3,0,0,5,4,0.39,0.52,-0.02,0.22620402616822458
10,6,memoria,5,295,3,2,0,7,5,0.17,0.73,0.26,0.34529849914587407
10,4,relacionar,5,123,1,0,0,9,3,-0.12,0.62,0.24,0.2754899077449401
10,5,crucigrama,4,265,1,3,0,8,1,0.21,0.63,0.21,0.3509381362558526
10,6,relacionar,4,136,4,2,0,7,4,0.4,0.69,0.01,0.3307315981733138
10,5,memoria,3,139,2,2,0,6,3,-0.01,0.97,-0.04,0.4014377635284316
12,6,memoria,5,297,5,3,0,5,1,-0.16,0.9,0.28,0.32120018679268264
12,6,sopa_letras,1,100,3,0,1,6,3,0.39,0.56,0.13,0.571316291797855
12,4,crucigrama,4,270,2,2,1,8,3,-0.06,0.72,-0.17,0.5926350481350331
11,6,memoria,3,108,5,1,1,7,2,0.15,0.97,0.18,0.6263678081532581
10,6,memoria,4,207,4,1,0,5,2,0.02,0.59,0.17,0.31078704254662104
9,6,sopa_letras,5,266,5,0,0,9,3,0.48,0.67,-0.07,0.41400487470951414
12,6,crucigrama,2,103,2,3,0,7,1,0.11,0.93,0.22,0.29406450436179576
9,5,relacionar,1,257,5,2,1,6,2,0.5,0.76,-0.11,0.5663391729895889
12,6,memoria,3,182,5,2,0,9,1,0.13,0.84,0.1,0.39071306971607284
11,5,sopa_letras,5,165,5,2,1,7,5,0.49,0.81,-0.17,0.7406548821590092
12,4,crucigrama,3,295,4,2,1,8,4,0.32,0.54,0.14,0.6568898171330085
10,6,sopa_letras,5,92,1,0,1,6,5,0.28,0.58,-0.19,0.4579777155841428
9,5,memoria,4,127,2,3,1,7,1,0.04,1.0,0.02,0.5566876731567241
9,4,relacionar,1,151,2,1,1,9,1,0.11,0.91,0.22,0.596826978566657
10,4,memoria,3,112,3,0,1,8,3,-0.05,0.68,0.23,0.5719509211763232
12,4,sopa_letras,1,267,2,3,1,6,1,0.01,0.88,0.11,0.5592091057331381
11,5,crucigrama,2,134,5,0,1,9,1,0.39,0.57,0.1,0.5982565193444249
12,6,memoria,1,168,1,2,1,6,4,0.25,0.95,-0.12,0.5939248856086938
11,6,crucigrama,4,85,1,3,0,6,5,0.3,0.58,-0.0,0.36304739942585446
10,5,crucigrama,1,276,1,2,0,10,4,0.32,0.87,0.18,0.2832947329131423
9,4,memoria,4,262,2,2,1,8,5,0.36,0.76,-0.02,0.6209702803908335
11,5,relacionar,4,297,3,1,0,5,5,0.08,0.53,0.13,0.30701710194856574
12,6,crucigrama,2,149,5,1,1,7,5,0.14,0.89,-0.04,0.5975975551180067
12,4,sopa_letras,4,137,2,1,1,8,5,-0.08,0.79,0.07,0.636724002431728
11,4,sopa_letras,4,234,3,1,1,6,4,0.23,0.88,-0.08,0.6233824697268537
12,5,sopa_letras,5,176,3,1,1,9,4,-0.06,0.95,0.07,0.6585761630724963
9,5,memoria,5,157,2,1,0,5,2,0.17,0.98,0.16,0.42827127176902763
9,5,memoria,1,294,5,3,0,8,1,0.14,0.51,0.19,0.1899158445360397
12,4,crucigrama,1,202,4,0,0,6,1,-0.11,0.77,0.09,0.2975396484401001
11,6,memoria,5,244,4,0,0,8,4,0.16,0.8,-0.06,0.40031210893891894
12,6,relacionar,2,264,2,0,1,10,5,-0.11,0.58,-0.17,0.5678141685033617
12,4,crucigrama,4,106,2,0,0,7,1,-0.16,0.91,0.23,0.3895885762349886
11,4,crucigrama,2,298,1,0,0,9,3,-0.2,0.62,0.05,0.3042010255664877
12,6,relacionar,5,226,1,2,0,6,2,0.03,0.55,0.09,0.2861275851730183
11,4,memoria,5,240,4,2,1,10,3,0.12,0.64,0.06,0.5870552329343306
10,4,relacionar,3,85,5,2,0,9,3,0.13,0.95,0.23,0.43427712967957177
11,6,crucigrama,2,143,1,2,0,6,1,0.48,0.77,0.29,0.2784441640681689
